filename,extracted_text,invoice_number,total_amount,error
0060085469.tif,"Invoice Number: 001526
Invoice Date: 06/30/93
Page: 1
To: AMERICAN TOBACCO COMPANY
TONY YENSEN

P 0 BOX 10380
STAMFORD CT

 

06904-2380
Cust 1.D..-..1 ATCTE
Due Date.: 06/30/93
Terms ON RECEIPT
Description Quantity Rate Total

WATERTOWN WHOLESALE

 

CALL HOURS 13.00 HRS 30.00 390.00
DATA PROCESSING 1.00 HRS 15.00 15.00
MIS SET-UP 0.50 urs 20.00 10.00

PAYMENT DUE UPON RECEIPT

THANK YOU
ma subtotal: 415.00
a. Payments: 0.00

Total - 415:00

 

pem-oor-ron* 20, 55°
Pev- O0T-RDE 149, HB
Gp S00

 

 

 

see Breakdown
FON, WISCONSIN 54911 @ = (414)954-2900 ® = Fax: (414) 954-2915",Number,,
CTRCONTRACTS013499-3.tif,"BIOLOGICAL, ASSOCIATES

STHESDA AVERIM FEMHFSDA, ND. 20014

SURE? YO. 1

VOUCHER EO. Zz

 

Microbiological Associates
733 Bethesda Avenue
[Bethesda, Ma. 2001!

 

auotted 88/0 8d. ad
Fee 25, SA3 42 |

Total $f

  

 

Direct tabor ([.2¢hL. f) hours:

 
 

loverhead @ 115% of Direct labor

 

 

Materials and Supplies (Purchased)!

Materials and Supplies (MA Produced)

  
  

 

Consultant's Fee

 

Sub-Contract
‘Total (G& A Base)
GhA C1

Equipment, Non-Expendable '

 

 

  

Rearrangements

Overtime Premium ( brs)

 

‘Total Reimbursable Costs

 

Fixed Fee

‘Total Cost and Fixed Fee

+ Buvou. Yo.

 

 

 

 

CTR CONTRACTS 013499

11233246",,,
2071557626.tif,"‘SENT BY: RAND NCNALLY NY+ 912129075808;# 9
e, Fleiiuiererwanny SOOKE Meare ‘Services Mekate fosrenr
Media Services Group ;» forte see
Pin USA
RAND WCRALLY ACCOUNTING ruvores

= PLEASE REKIT Tor
past OFFICE 20x 13063
NEWARK, NS 0731
Usa

 

ab os ateassn

PHILIP NORRIS USA

ATTN: OONNA OAKES

120 PARK AVENUE

USA FINANCE OEPT-18TH FLOOR

Sales Orders
Order Oates
pereonct):
Credit Terme:

 

 

aaes C21) oonnede7

 

net’ se oavs
Resales
Remarks:
[item Number UN Shipped

 

 

IFSPKG EA ao7.e
PHILIP MORRIS SOURCE
GUIDE-WASHINGTON

Non-Taxabler 670.96
Tavabler 0.08
Currency: uso

 

 

SOUEZS Pie gy Xnvesees

 

karder Tax

 

 

 

 

74 Pager 1
8/93
6746793

Involce Dates
Print 0)

 

  

Ship Tor 20098570

PHILIP MORRIS UIA
ATTNG DONNA JANES

220 PARK AVENUE

USA FINANCE OEPT-18TH FLOOR

MYORK, MY 30027 0

 

Ship Oater ou /a5/0: Hi
Purchase Order!
Ship view YEU :
sous

FOB. Points NASHVILLE, TN

   
  

Line Totals sve
DL
Charge 1 1

   

2071 557626",,,
93230360.tif,"de Garmo Inc.

| 605 Third Avenue, New Yerk 10016, Tel: 986-2122

 

 

 

 

  

 

| r “>| pare___NOWEMBER 30, 1977,
| TORTLLARD proouct_. TRUE CLGARETTES/PRODUCTION
1
‘TR 11-77-44 P
O arr: JosEmmnNE MeHUGH INVOICE NO.———EB 2
L J08 NO...___-TR.179=77_ _
: — NET -10 DAYS
| WSTROBE” “UNEXPECTED TASTE” “THERE
GULY ORE KXTRA LOW TAR CIGARETTE, COMM, AMOUNT |NON-COMM.AMOUNT| TOTAL
' -4/C_AD FOR AXELROD VALIDATION TEST
| ~
| a
NEGUANTCALS (00.00 >
: ‘RETOUCHING 275.00 *
STLAOUETTE OF LETTERS 120.00 *
PRINTING: 1500 REPRINTS
EAGI OF THREE 5983.00
1 6678.00 6678.00
‘SALES TAK AT4AL +
sui ARSE 73.86 +
‘TOTAL 7226.27
3
8
8
&
3
“eee 6102",NO,,
2024525948.tif,"CovINGTON & BURLING yu 9 1900
1201 PENNSYLVANIA AVENUE, N. We “

VBL KS wa 1.0. 9018

 

 

 

(202) 682-6000
EMPLOVER IDENTIFICATION NO.
Ze MY 1, STATEMENT +6

 

 

 

 

 

PHILIP MORRIS MANAGENEWD confeskazon :

 

To cover the statement of Healthy ounauege
International relating to the productiohy
and transportation costs of HBI Magazine’

   
   

Issue 3 (Finland) see ee ee ee vs $ 58, @ 00
x00
| JPR/ceb 0-00 «
3600+ gone
| 14150000
jo. 7500-00
7700-00
5 25,000-00
| = #005
| = 581300:
| 4vos
| 58 300+
a 000

 

Nesciey Foose
F-9-41
""t Ce

- ECC “APP rs

90G2b/227 Bofor2e

‘AV

 

i
\ |
¥

 

 

 

Ny
Q
a
2
1
N
a
©
a
QD

PLEASE RETURN ONE COPY WITH PAYMENT",,,
2073181535.tif,"a PHILIP MORRIS U.S.A.
= VOUCHER ong / a faa
eo: EXPLANATION OF PAYMENT.
o 1
ss Bayt)
*AYEE FEDERAL TAXIO___* — ORSSNUMeER__ =
NVOICE AMOUNTS 5,233,323 00 PROJECT CODE:
ACCOUNTING
RETURN TO NAME: CODE!
care OUE: rot EXTENSION: voice approved
om cas conTROL vat
3ANK COCE: COMPANY:
CHECK NUMBER CHECK OATE:__|___/__aMouNT:s
FOR ACCOUNTING USE ONLY
Qoucter numer ACTION: __
‘VENDOR NUMBER: VeNoOR zip;
Nvoice NUM@ER:; INVOICE OATE:
INVOICE AMOUNT Invoice TYPE:
JOUCHER OUE: POreST NUMER:
BYPASS MATCH: CONTRACT PAYMENTSICYCLE:
SEPARATE CHECK: __ SEPARATE HANOLING: __ HoLo: __
CHECK COE: CHECK ESCRIPTION
aiscamtmen TERMS CODE:
VOGOALES TH TAX AMOUNTIPRORATE:
FREIGHT CODB/AMT CASH ACCOUNT _
au account co —PARTIDESC. «= UM TY AMOUNT

 

 

s |

oe po

 

 

 

 

 

 

SeSLBLeLoz",OATE,,
0060084244.tif,"Conmasicaions

   

280 Pembeewiek Ron
reemnieh Conner 6881

2, 531.600 PI 208.522.05.

Clarion guyz, 1000

Mr, Charlie Brown
‘The American Tobacco Company

Six Stamford Forum

PO BOX 10380

Stamford, Conn. 06904-2320

Invoice #05-0155 Job #DAM-Q-4082
Look Book Cover Mechanical

Estimate $7,000.00. Actual $6,892.39.
Itustration

Production

Typograpty

Mechanicals

Conn, Sales Tax - 6%

‘Total Que & Payable Upon Receipt

 

Invoice

  

 

 

 

 

 

 

 

 

 

 

 

 

Please remit to: Clarion Marketing and Communications, P.O. Box 77204, Dewot, Mi 40278
‘The Merge of Canmrsiat Conan Group aad Tod Cslangtl Amocatee

$2,569.50
765.00
816.25
2,741.64

$6,892.39
413.54

$7,205.93",05,,
2085669419.tif,"\

FORM #2722
PM USA 13386
COMP ASO (4)

PAYEE:
330 Manor Road
Miquon, PA 19444

PAYEE FEDERAL TAX ID: 23-135-2309 OR SSNUMBER__-

INVOICE AMOUNT: $210,125

RETURN TO NAME: Michelle Manning

DATE DUE: ASAP EXTENSION: X. 2072

FOR CASH CONTROL USE:

 

BANK CODE:

 

CHECK NUMBER:

PHILIP MORRIS U.S.A.

Girls Scouts of Southern Pennsylvania,

 

DATE: 82201
VOUCHER

EXPLANATION:
‘Support to develop and implerent
“Wings to the Future"" Program.

 

 

PROJECT CODE: YS40

 

     

ACCOUNTING
CODE: 060.450-G555-00-YS40

INVOICE APPROVAL;

COMPANY:

CHECK DATE:_/

 

 

 

 

VOUCHER:

 

VENDOR:
INVOICE NUMBER:_
INVOICE AMOUNT:
VOUCHER DUE;_/_/

BYPASS MATCH:

 

‘SEPARATE CHECK

CHECK CODE: CHECK DESCRIPTION

 

DISC AMTPCT:
USBISALES TAX:

FREIGHT CODE/AMT:

GL Account
N

 

0.

 

v200.

 

wan i

(ACCTG AUDIT,

SEPARATE HANDLING

 

   

ACTIO

 

‘VENDOR ZIP:
INVOICE DATE:_

INVOICE DATE:

 

 

cowmacrravwenrscrain

8

3

wow :

TERMS CODE: ©
as

1
Ny2o0 !

 

tj |
(@)ACCTG APPROVAL.

@)DATA ENTRY,",AMOUNT,,
88551445.tif,"(fe Se ye avo nevense sts

 

iy

  
   
  
   
  

 

9 Tes and Conong-so Nev wore |

tres, one ace, ‘ren at
zest he contact tw pres, No aa | One ParkAvon, New Yor, oO

Sr or erent Ter ro Conor we sama.

 

     

 

| “poRCnAse ORGER NOT

 

 

 

 

 

 

[) Seer 1321 [edas{ss

‘RAST NORWALK, CT 96885 PURCHASE ORDER

Arras FRANK TATORE spreneriammnon noe
rorno ere

 

x.
‘LORTLLARD
‘OME PARE AVE. - 18th FLOOR
MEW YORK, HY 10016

 

 

 

 

 

 

 

 

 

     

TERS BRAND WO. ‘ACEDUNTNO. | TTEWCODENO. | FOB.
, MOSUL,
ur 1630 6480 —- co
“GUARTTY Trem BESCRIPTION HIT PRICE, AWE
: A)30.47

TRUE SOX LETTERNEAD ruseRTe yaaa | 99.458
1 - ""rOuR AREA® .
2 - ""Tux PRopucre
3 = *PRoMoTION®
‘4 = ADVERTISTHO”

 

 

 

 

[SPECIFICATIONS ANO/OR SPECIAL INSTRUCTIONS:

A) PRIWE IN 4 COLOR PROCESS, 2 SPECIAL BLUES, SILVER, DAT-GLO MATCH
ORANGE, PRESS VARNISH AMD FULL VARNISK, 2 SIDES.

B) PRINT IX 4 COLOR PROCESS MATCH BLUE PLUS PAY-GLO MATCH ORANGE ONE SIDE.
STOCK: A) 12 PT. KROMEEOTE B) 60# MATTE

PICK UF FILM FROM PREVIOUS ORDER 1271 AND EELUN.

A) YLAT SIZED 88x18"" FOLD TO 9x12""

B) SIZE: 8-1/2""221""

SCORE, FOLD, COLLATE LEYTERNEAD INSERTS, INSERT INTO BROCHURE.

SULE PACK 1H CARTONS.

 

 

DELIVERY DATE: ASAP

SppTssss

 

 

 

seer 7 MZ

Ad lg

wro1000, ‘SALES PROMOTION FILE COPY",,,
2061832171.tif,"- CONTRIBUTOR STATEMENT

1. CONTRIBUTOR'S NAME:
Philip Morris - Oklahoma Political Action Committee
‘2. ADDRESS: —_[ } Checkif different than previously given

6900 College Bivd., #390 Overland Park, KS 66211
‘3. OCCUPATION AND EMPLOYER [individual] OR PRINCIPAL BUSINESS ACTIVITY [committee]:

 

Political Action Committee of Philip Morris USA
‘4 CONTRIBUTION
Date (Cash/weitten Description Amount or
given instrument/in-kind Go-kind only) Fair market value
10/20/95 __ Written instrument $250.00

 

‘5. DECLARATIONS:
‘The contribution listed in item 4 was freely and voluntarily given by me {the committee] from my

personal [the committee’s] property. Thave not, directly or indirectly, been compensated or reimbursed
for the contribution listed in item 4 [The committee has not, directly or indirectly, been compensated or
reimbursed for the contribution listed in item 4 by persons other than those from whom contributor
statements have been received and of whom disclosure has or will be made].

6. SIGNATURE OF CONTRIBUTOR [if contributor is « comminse, signature of treasurer]:

TEP P Boe LOfe+)

DATE:

 

 

PHILIP MORRIS - OKLAHOMA 1000 234 |
COLLEGE BLID, STE. 600 863
2. COS VERLAND PARVG KS 68211 October 201995 sausow
pay 1o mE Zs S000
: SE_Sanator Lack Soll gfe ay ———| $"" 250.00. |
i “és mes
a dolla au: DOLLARS

    

WO ROOG ALE a2 B77? Sm O234

 

 

OLTZEST9OZ

Tet zeetgoz",,,
2050760846.tif,"VENDOR NO. PHILIP MORRIS INCORPORATED CHECK NO.

13821370000 01111
""VENDOR NAME

08/23/94 19750101 —_ 0807126 89401470 +00 49401620
MARGARET |OPOCENSKY R&D

 

 

    
  

 

* TOTAL * | 84401270 200 8y401470
'y DETACH HERE BEFORE DEPOSITING

 

226431

08/30/94 2264:

PHILIP MORRIS INCORPORATED

RICHMOND, VIRGINIA 2326
011 LWOID AFTER 60 DAYS

   

wre.

Pay
EXACTLY

  

Perr | CEN

 
 
  

 
 

 

 

eeenedysO1570
THIS 18 TOBACCO MONE
— JZ, COVINGTON & BURLING
SARA ORDER PO BOX 7566

oF

WASHINGTON De 20044

C2) RY. Mathew
1032.00 2098 368 29.S56""""

 
   

weebua

9F 80920506",,,
2029371469.tif,"INVOICE

span COON jun 2 IE

Healthy Buildings ateeandith Faviax, V

  
 

 

Teen

 

Philip Morris
120 Park Avenue, 14th Floor
New York, New York 10017

Ms. Mary Pot torff

 

   

 

Venezuela - Phase II
PR Services

To the services of V.I.A. in organizing the Public

Relations functions for the second phase of seninars
in Venezula conducted’ by our Messrs Turner and) Bermudez.

As per V.I.A. invoice #C92-229 dated 6/2/92 attached. Al e s
$ 30,068.: ) ,

Total price now due for payment

 

For HBI Ine.

 

Q:mrv

Enclosures

9 -301/- on ,
QA-WoOBW0P Beawoo%’ Ont

¢- Us ula

 

 

 

2029371469 pe",span,,
92225833.tif,"page 2

~ . vores
fos Angeles Times eo0en 10-111-200

TIMES MIRROR SQUARENLOS ANGELES, CA, 80053 (213) 972-8000

 

TOMER NUMBER: 57029-80-3

 

INVOICE NO 6212002336 4
SOLO TO LORILEARD “MEDIA SERVICES

DATE 07/31/86
“666 FIFTH AVENUE 12TH FLOOR

 

 

 

 

 

 

 

    

 

 

 

 

 

 

 

 

 

  
   

 

 

 

 

 

- NEW YORK NY 10103 ADV. CODE:
KEY ACCOUNT TRUE - LORILLARD TELE NO: 212-841-1000
7E30) EALANCE FORWARD T 4 + 124,508.25
Y7{L3| 6157I8COLOR CHARGE — LTM9 | | | 5,255.00 43466,75
vTES| GL57ieLORISLARD/HEN YETHS 51.09 ae!340100 | 12""389100
r CASH \ | jeeseai Lari | 16,655. 75CR
} | ARAND 7
jTOTAL 621200233: 1 19,595.00 (16,655.75
| E pelp oy |
| PSEAzIRE isERTION| —
BRAND __|| | sua 7
issue | Joy 3 i no | Ga Tao. O
iiserriou] 32 | DATE
estimate |) | aT | =
18-8 (] sis
31 0031 |
We DAVE AND OVER 39 DAVE AND OVER oo ey
$0.00 | $0.00 | Amount Due $14,508.21 *

 

 

TAINED DAYS OF THE AVON

 

WOW PATON

 

 

IF YOU HAVE QUESTIONS REGARDING THIS INFORMATION. PLEASE
CONTACT YOUR COS ANGELES TIMES ACCOUNT REPRESENTATIVE

         
  

 

   

  

    

 

 

22/30/86
INGHES USED, TIS tWOLEE 51.00
TOTAL MEMES USED TO DATE 476100 — —
DETACH HERE 1
RETURN THIS PORTION ” $14,508.21 * |
WITH YOUR CHECK IN THE Et MOUNT BME |
MaKe c:

 

PAYABLE TO LOS ANGELES TIMES

AT 07/31/86 a LE Say customer ne: 57029-80-3 yt

  

SEES mourns gns008996 i
8
LORILLARD MEDIA SERVICES Is
. 8
666 FIFTH AVENUE 32TH FLOOR : 8
fee aRe LOR oe Los Anacles Times 5}
| Pads BOX 9125 2
TRUE - LORILLARD DEPT. 081 8

STAMFORD, CT. 06925 1

3605702980362120023360145062131100036057029803621200233601450821311000",NO,,
2028716857.tif,"yedu maras 4-1 5
+ ruxelies 1000

 

4 van 21,2,30

(Cae client / Bestel, Hants

etn. van derhey 1 sary
broekstraat $9

  

ToNaan 191c

    

y9ec TAVENTE

    

 

 

 

Bestellingsbevestiging

Confirmation de Commande

181200 voor teverigen san de, Binal

 
  
      

TY

 

dewedvae 1019

 

* 96547°6/651

 

 

 

 

 

 

 

LSBITLEZOZ -",,,
2028724457.tif,"OXHY DRIQUE

 

 

 

 

 

 

 

 

 

 

 

 

 

 

   

 

 

 

 

 

 

 

   

 

T Ganwdrique Internationale NV Woluwelaan 3 © 1890 Macholen Tel 02/254 08 11
SC Onryuigue evnationale SA Avenue ge ia Woluwe, J.-B NBOO Machalen Fax 02: 251 4488
tat nan ana tt pew
enemas. [os 03.92 | tam [em | .
“swgraaan sv aunyaawas | 7.06.92 | 24so1 (an es4oase |
CRC (CONTRACT. RESEARCH CENTER)
HERINNERING ‘TOLLAAN 101
1932 ZAVENTEM :
Siyirae srw cmee vonnwen ora a one =
— ~ oon con ""
MOLIMINUIDLOLT ori sass [29-02-92 696638) e529
Mee ines 31.03.92 708733) 2742
ee ""e 3103.92 309126 11100]
|
t
RAPPEL ‘
. 1
‘SALDO 22371 |
SOLDE cone rae
{pose came | evo ast
Sittca a's ww B Arecenone neta
SEIS ne ROUT a
310-0070985-67 ot

     
   

 

 

L'OxHYORIQUE
‘310-0v70985 67 3 INTERNATIONALE N.V/S.A. 7
panes _ ‘

   

1080 BRUSSEL - BRUXEL!

 

2Sbb2zszoz

   

Oxydrique | .",,,
92228781.tif,"(CY ORIGINAL,

Metropolitan Sunday Newspapers, Inc.

P.0. BOX 8188 CHURCH STREET STATION # NEW YORK, N. Y, 10043 © (212) 688-8200

 

LOEWS INC. LORELLARD O1V newport cIGAREFTES
CONTRACTNO: 338644
van 00308 59465
LORILLARD COMPANY sae all +: out 5-23-66 049
666 FIETH AVENUE TERMS NET: DUE 6-09-86
New YORK New YORK 10019
ATT MS BETTY EPPERSON SUNDAY SELECT 12 4 COLOR
195 J
ALT IMORE SUN 030 srs ec BS, openNWe 5/25/86 | 34124430 44355466,

     
    

33901691
3y777201

5725786
5425/86

OPEN 42590248,

BUFFALO NEWS
oven 4

CINCINNATI. ENOUIRER
CLEVELAND PLAIN D7
COLUMBUS DISPATCH
FTLAUDERDALE NEWS.
DAYTON DAILY NEWS
KANSAS CITY STAR

LOUISVILLE COURIER JOUR
MES COMMERCEAL APPESIO

    
      
  
      
 
 
   

   

  

8 684

5/25/86 |
[3725706

 

 

 

  
   
 
  
  
  
   
  

MINNEAPOLIS STAR 6 TRIBIOO
(Of. ANDO SENTIN u
PHILADELPHIA (NOUTRER— 290 —
PROVIDENCE JOURNAL 520 1

ROCHESTER DEM £ CHRON. 530,
MESTCHESTER_BKLO NEWSPAGSS,

 

     

2154240 | 30531024

  

TOLEDO_BLAOE 35)
yorat, | | | | eovzez.sa | 75,856-17

| |
CASH OISCOUNT NOT APPLIGAGLE PLEASE PAY THIS AMON | assoseetr

[ PLease PAY METRO DIRECTLY

Tecezzze",,,
CTRCONTRACTS015184-5.tif,"ea UNION CARBIDE CORPORATION INVOICE UNION CARBIDE CORPORATION NUCLEAR DIVISION?
NUCLEAR DIVISION Government Fund Account
Poon one Rose, TaNESSEE 998 P.O. Bor P, Oak Ridge, Tennessee 37830

sesng Under U &.Govranest Contre! W745 an 26 With he U.S Aone Enaay Canin

TssuE CHECK PaYAGLE TO

Aention: Menoger of Aecounting

 

Teeny tat

 
 
 
 
 

 

 

 

 

 

 

 

 

 

 

 

   

TOT” ye couwctt, FoR TOBACCO RESEARCH USA, tc. |
MO EAST 59TH STREET
MEW YORK, KEW YORK 10022 isnio 1
s5t2-4-02840-01
SURORDET Saon neeaonT we
AGREEMENT DTD. 4/15/75
75 Jul 29 7. 468, .
QUANTITY DESCRIPTION ‘AMOUNT
RESEARCH STUDIES ON CIGARETTE CHARACTERISTICS 25,383.00
25,383.00
Qe
g
Corntiada
e 1S-Q — Iooy
ae. a8

 

 

 

 

Reler any questions regarding this invoice to Accounts Rect
‘extension 33117, Area Code 615.

 

   

    

CTR CONTRACTS 015184;

11234931",UNION,,
2043833193.tif,"Form 635 Rev. 3/75

PHILIP MORRIS U.S.A. . 0, BOX 26603 Richmond, VA. 23281
{UPC MFG. 10 NO. 26200) ffi?

ee

 

 

  
     

RO Box |__csencuist ovat Reaslar

ss mantoor
rs mantnono King soft Pack val HENGLISHOVALKNG
‘pr MARLBORO 100280% camoosst ra vinGINtA SUIS

TeaMantsono 10050 sanoo

     

        
 
 
 
 
 
 
    
   
    
   

ce vincinta suns Monit 120898
‘es MARLBORO MENTHOL on

“cs manigono Uahte sau

 

ee PARLIAMENT BOR sau
ee pARLiAMENTRingsoH once 12M
Tes PARLIAMENT 1008 waa
es PHILIP MORTIS Roose on
TT cemnitienomiscommenter
~_ssean mutriricren ran
eons mutrieitten mento! OM
Tee ALPINE Monto Hing P+
ee Gataxy ning sottPack

‘es BENSON & HEOGESDelure Ro

 

es ENSONG HEDGES DO1UXe King

Eb TEESED OZ

es BENSON HEDGES 1008

“ea BENSON HEDGES 1008 Month

me USE A SEPARATE FORI FOR MAIL ORDERS AND [STANDING ORDERS

rer sa eloe

 
   
  

+ % Dorr pF
ae a

tania bts that ais 9 oot a contact
ae eajssane The comoany mill",,,
92678657.tif,"TT, FREE OUGINSBERG, INC.

Seog Yo. or st

TLorturarp rapacco co. 7
TO: 1 PARK AVENUE 17TH FLOOR
NEW YORK NY 10016-sa96

 

PREPARATION OF COMPREHENSIVE LAYOUTS PRESENTED 7/14 aa
FOLLOU-UP CREATIVE DEVELOPMENT FOR PHARE IT/YEAR II.

COVER 67 COMPS.

 

VENDOR conn WON-COMM GALES TAX

AMOUNT AMOUNT INCURRED vovaL,
% COMPREHENSIVE LAYOUT +00 4,700.00 552.75 . 7,282.75
{x ILLUSTRATION 14990.00 +100 164.58 2,184.16
pe LYPOoRAPHY +00, 500.00 MS 5aL.25,
[x COLOR PRINTS +00 1,382.00 114,01 1,494.01
i * JOR TOTAL 1,999.00 8,182.00 872.19 13,444.49
‘ * ""00x COMMISSION +00
4 * TOTAL DUE 11,444.19
4

 

~ an.

Lsgel9z6

ESTIMATED AMOUNTS 13,747.75 -
YEAK-TU-UATE BILLINGS: 11,494.15",,,
2028692518.tif,,,,
2072653060.tif,"9 &. 2! res
5. oRRAMRs Top. co 07 0789) (48827
f+ EMO"" CeDAR PT EXT
5 BG Box 460
3 SANDERS AZ 86512
FAMOUS VALUE BRANDS -
2, DEPARTHENT #60732
ren EL MONTE? CA 91735
8 PLEASE! RETURN ATTACHED STUB
° 891 FVB TRANSFERS Cozies ** 02455 N _ 02-455-00
“ie eae wae [=] evr Usenet oa
e ORAF1| ROYALE KS LIGHTS, 12H [20] j 49687050
Cust. ube T1i41-98508 |
ORAsI| ROYALE 1608 LIGHTS ram feo} | 49875200
Cust, UPC 11141-96510 | 6
29, cRgory 0G, fot, Sule i
hey OF OFF INVe PER LETTER OF 6/29/64 |
ev REF INV 43653 DTD 7/6/89 |
e |
i |
ad | a
i |
I |
£9, i e
24 |
° ) | °
9 | °
| .
ig | %
| 8
oO | 1
he | 8
Ane | a
) | 2
2 | s
| g
) |
once f Tol reaneres
TOTAL 208 ccanerres 8 svount suse ose 3 8
TOTAL 258 CGARETIES 3 BOEDHE ~DSEDOWT-——TNETANOORT Aer ORSON
») TS 200% DISC. 191625 99371025] (~

 

 

 

 

c",,,
tob04705.73_tob04705.76.tif,"Page 1 of 4 pace:

“CONFIDENTIAL

BREAKDOWN OF TOTAL COSTS AND CHARGES
— TRUE REPRINT MAILING

December 1967 = April 1968

Explanatory Notes

The Tidsrock Corporation was instructed by The Tobacco Institute,
Inc., in Dec-mber 1967 to make a mass mailing of reprints of the
article, ""To Smoke or Not to Smoke — That is Still the Question,”
which appear:id in the January 1968 issue of TRUE.

‘TMderock: directed the art work, setting of type, printing, and
mailing oper:tions.

Recogniving that some manufacturers desired additional copies
of the reprirt, Tiderock canvassed the companies, and bulk quantities
of the article were printed for manufacturers who requested them, on
the understanding that the companies would be billed, on a pro rata

basis, for the number they ordered.

The attached documents are intended to aid the accounting

personnel of The Tobacco Institute. .

CONFIDENTIAL: 7102083
MINNESOTA TOBACCO LITIGATION

TIMN 0108938",,,
2028717388.tif,"REGEN cane

REGISTER

INVOICE

contract KEdEAKCH sf | ‘
Av"" DO Tage tose _
OZ 720 61 OF CAR 2

  
      

 

 

° 7 suB-ToTAPYcD 180
. i .
""307405803201, eeu 1 96 9 : ”
COLETBEMERKING/EZMYTATION DE =e ° ed ‘s
oe. ‘4 1 3 iON
ce ‘ ® ~ ‘SUB-TOTAL.+:
x ~ ns
. wot
‘
.

   

    

C9-FINANCE COST,

  

202

S8ELTLE:",contract,,
88132119.tif,"NOOOSIG@ HSY¥)|

mm ionens aa !0nN #0 258

    

 

 

 

88132119

 

 

 

 

Bais ONY SAWN ONVES

 

 

 

 

 

 
   

 

 

 

nay

 

 

Le

aaivxoaxooNt,

sp1sg0 DOA MAN NI QTOH= A409 “22 ""SIN9¥_ ANNYWOD CYVTTYOT ‘d ”",,,
95602471.tif,"95602471

IVO 3SVHOVNG 3 SY ATLA 4517 61957594 INNOMY sows

 

 
 

ooteectez == ANNONY 13N chee = ANNUM sumo
OA NYHA = ALLINVAO WHOL JU GETS SI INAWBS¥nASIO SMI GeVTTIYOT
sertastzsoer ezeur osu
34) amas

or aals, zor

Dersuneoe Oy cot an 8
Na STAs a

ov 40 anax ou

S41 Ind bee

TREN 298

Oot aKa zey

santa Lan 601

‘$uMa11 Lax 5c.

SANOL1 LaN ety

Ou L¥udnan Sey

xa an 8

1s ans sos

U3 ama 6

us
a

ue

ore

ote

oo

 
 

csonvSnin nny
‘ALEANYOD

O4HOWLLY 308N9 = OMAK 440343 ¥ JON ST Sum.

st0vz20 NOLOMANSYN stvez9a NOLONTHSYH

an 4s A Tobe ans A tate
ant 09 ¥ NVBHIOS KD 2NK 09 9 NVAHIOD HD

on ins on ows

Sosez/to exsstoyouo zea a cooooeaort

sivo 11039 Ow youn sA10 ¥a0031 ‘ON vaNoasna",,,
81615816.tif,"NEW York _February 14, 1968 »

P. LORILLARD COMPANY

INCORPORATED
200 EAST 42nd STREET

AMERICAN MEDICAL ASSOCIATION
535 North Dearborn Street

To.
""EDUCATION AND RESEARCH FOUNDATION
—________Chieago, 111. 60610
Contribution, $1,000,000., approved

by Executive Committee at meeting
held on Feb. 19, 1964, to be paid

in_five equal annual installments.
Sth and final payment | s200,000 0

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

Stest9Tg",,,
2028722222.tif,"2ORB7RAAV

 

 

 

 

 

 

 

 

 

 

 

veseees 0 Derg 1
\ | _ ees
“y 3a W090 AWwLOL wan 7 i Tove 24
soe Bas

aoa awnseso3m | IwvlOL mie a a E

7

c

0

a

2

19 wapeen wousiv ‘Ban LyNOne 30 13 NOLORALMDO 30 NBO =

SES MaL,, | on w-won sone - onecaraicim na oneermesaniv0a im oTaIszOrMA s ig re

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

=- SurIUTIM “BARM AT 7/NIIVESY 391037, . ,
oro 3 4 ood sv3sew3aq 2 .
Vl : mm onpo | :
tom)? see ~wainaav? 201 wan 2E6
[DmOTaTse | 2 bob NYYTTO 2 LO mv¥ION «

(931N99 HOUVASIY LIVHINODD 2""D | CR1NVD MDVYTSIN 19VALNOID IHD

 

 

 

 

 

41 80 pSz (ZO) YL -Ua}EUDeW OEBL - £ 'UERIOMNIOY
VS AN 3TVNONWNEIN BNORICAHKD}

09/08
198

 

§| sunsova
unninva",,,
91659229.tif,"* “fo JOHNSON PUBLISHING COMPANY, INC.
4,820 South Michigan Avenue © Chicago, Minois 60605 (312) 322-9200

 

 

i
. a
LORILLAND MEDIA SERVICES * yHvatcd # foxste2 Mm
: TH AVE : be:
> ATTN BETTY: EPPERSON s
(oS LNEW YORIC ALY 10103 I MAY 28,1984 :
: ~ -MORILLARO . 48755 00000100

 

5 és nerAcn Above sTuB ANO MAL WH YOUR ReIrtAReS. THB: 25-10 DAY FROM BATE OF WIE, SPACE ORLY,

 

 

 

 

©
o[oay] va. DESCRIPTION AMOUNT. §
23] 29] 64) T PAGE JUN.O4e1966 JET T1ed48 00

4 COLOR OROER NUMBER 7640

LEED

SATIN

COMMISSION FROM ABOVE ITEM

   

 

 

 

secesate

|SHING COMPANY, INC.
(212) 9229200

 

 

  

 
  
  

  

9439080

   

 

TOTAL AMOUNT QUE

Hae ok

   

rcetingnis",,,
